111,nine squared plus thirty,9 ² + 30,six cubed halves plus three,6 ³ / 2 + 3,5
112,one hundred twelve,112,eight times fourteen,8 * 14,4
113,one hundred thirteen,113,nine hundred four eighths,904 / 8,5
114,six times nineteen,6 * 19,six times nineteen,6 * 19,4
115,one hundred fifteen,115,five cubed minus ten,5 ³ - 10,5
116,one hundred sixteen,116,five cubed minus nine,5 ³ - 9,5
117,nine times thirteen,9 * 13,nine times thirteen,9 * 13,4
118,one hundred eighteen,118,two times fifty-nine,2 * 59,5
119,one hundred nineteen,119,five cubed minus six,5 ³ - 6,5
120,ten times twelve,10 * 12,ten times twelve,10 * 12,3
121,eleven squared,11 ²,eleven squared,11 ²,4
122,ten times twelve plus two,10 * 12 + 2,six hundred ten fifths,610 / 5,5
123,ten times twelve plus three,10 * 12 + 3,five cubed minus two,5 ³ - 2,5
124,eight squared plus sixty,8 ² + 60,five cubed minus one,5 ³ - 1,5
125,five cubed,5 ³,five cubed,5 ³,2
126,five cubed plus one,5 ³ + 1,nine times fourteen,9 * 14,4
127,five cubed plus two,5 ³ + 2,five cubed plus two,5 ³ + 2,4
128,eight cubed fourths,8 ³ / 4,eight cubed fourths,8 ³ / 4,3
129,five cubed plus four,5 ³ + 4,five cubed plus four,5 ³ + 4,4
130,five cubed plus five,5 ³ + 5,ten times thirteen,10 * 13,4
131,five cubed plus six,5 ³ + 6,five cubed plus six,5 ³ + 6,4
132,five cubed plus seven,5 ³ + 7,twelve squared minus twelve,12 ² - 12,5
133,five cubed plus eight,5 ³ + 8,five cubed plus eight,5 ³ + 8,4
134,five cubed plus nine,5 ³ + 9,five cubed plus nine,5 ³ + 9,4
135,five cubed plus ten,5 ³ + 10,nine times fifteen,9 * 15,4
136,ten squared plus six squared,10 ² + 6 ²,four hundred eight thirds,408 / 3,5
137,five cubed plus twelve,5 ³ + 12,five cubed plus twelve,5 ³ + 12,4
138,five cubed plus thirteen,5 ³ + 13,twelve squared minus six,12 ² - 6,5
139,five cubed plus fourteen,5 ³ + 14,twelve squared minus five,12 ² - 5,5
140,ten times fourteen,10 * 14,ten times fourteen,10 * 14,4
141,nine squared plus sixty,9 ² + 60,twelve squared minus three,12 ² - 3,5
142,twelve squared minus two,12 ² - 2,twelve squared minus two,12 ² - 2,5
143,five cubed plus eighteen,5 ³ + 18,twelve squared minus one,12 ² - 1,5
144,twelve squared,12 ²,twelve squared,12 ²,2
145,twelve squared plus one,12 ² + 1,twelve squared plus one,12 ² + 1,4
146,twelve squared plus two,12 ² + 2,twelve squared plus two,12 ² + 2,4
147,twelve squared plus three,12 ² + 3,twelve squared plus three,12 ² + 3,4
148,twelve squared plus four,12 ² + 4,twelve squared plus four,12 ² + 4,4
149,twelve squared plus five,12 ² + 5,twelve squared plus five,12 ² + 5,4
150,twelve squared plus six,12 ² + 6,thirty squared sixths,30 ² / 6,4
151,twelve squared plus seven,12 ² + 7,nine hundred six sixths,906 / 6,5
152,twelve squared plus eight,12 ² + 8,eight times nineteen,8 * 19,4
153,twelve squared plus nine,12 ² + 9,twelve squared plus nine,12 ² + 9,4
154,twelve squared plus ten,12 ² + 10,twelve squared plus ten,12 ² + 10,4
155,five cubed plus thirty,5 ³ + 30,three hundred ten halves,310 / 2,5
156,twelve squared plus twelve,12 ² + 12,twelve times thirteen,12 * 13,4
157,twelve squared plus thirteen,12 ² + 13,twelve squared plus thirteen,12 ² + 13,5
158,twelve squared plus fourteen,12 ² + 14,twelve squared plus fourteen,12 ² + 14,5
159,twelve squared plus fifteen,12 ² + 15,three times fifty-three,3 * 53,5
160,two times eighty,2 * 80,forty squared tenths,40 ² / 10,4
161,nine squared plus eighty,9 ² + 80,eight hundred five fifths,805 / 5,5
162,two times nine squared,2 * 9 ²,six squared squared eighths,6 ² ² / 8,4
163,twelve squared plus nineteen,12 ² + 19,twelve squared plus nineteen,12 ² + 19,5
164,ten squared plus eight squared,10 ² + 8 ²,four times forty-one,4 * 41,5
165,five cubed plus forty,5 ³ + 40,five times thirty-three,5 * 33,5
166,two times eighty-three,2 * 83,two times eighty-three,2 * 83,5
167,five hundred one thirds,501 / 3,two thousand four twelfths,2004 / 12,5
168,twelve times fourteen,12 * 14,twelve times fourteen,12 * 14,4
169,thirteen squared,13 ²,thirteen squared,13 ²,3
170,ninety plus eighty,90 + 80,five hundred ten thirds,510 / 3,5
171,nine times nineteen,9 * 19,nine times nineteen,9 * 19,4
172,thirteen squared plus three,13 ² + 3,four times forty-three,4 * 43,5
173,thirteen squared plus four,13 ² + 4,thirteen squared plus four,13 ² + 4,5
174,twelve squared plus thirty,12 ² + 30,six times twenty-nine,6 * 29,5
175,five cubed plus fifty,5 ³ + 50,seven hundred fourths,700 / 4,5
176,two times eighty-eight,2 * 88,eight times twenty-two,8 * 22,5
177,thirteen squared plus eight,13 ² + 8,three times fifty-nine,3 * 59,5
178,thirteen squared plus nine,13 ² + 9,two times eighty-nine,2 * 89,5
179,thirteen squared plus ten,13 ² + 10,thirteen squared plus ten,13 ² + 10,5
180,two times ninety,2 * 90,thirty squared fifths,30 ² / 5,4
181,ten squared plus nine squared,10 ² + 9 ²,nine hundred five fifths,905 / 5,5
182,two times ninety-one,2 * 91,nine hundred ten fifths,910 / 5,5
183,three times sixty-one,3 * 61,three times sixty-one,3 * 61,5
184,twelve squared plus forty,12 ² + 40,eight times twenty-three,8 * 23,5
185,five cubed plus sixty,5 ³ + 60,five cubed plus sixty,5 ³ + 60,5
186,two times ninety-three,2 * 93,six times thirty-one,6 * 31,5
187,five cubed plus sixty-two,5 ³ + 62,fourteen squared minus nine,14 ² - 9,6
188,two times ninety-four,2 * 94,two times ninety-four,2 * 94,5
189,five cubed plus eight squared,5 ³ + 8 ²,seven times three cubed,7 * 3 ³,5
190,ten times nineteen,10 * 19,ten times nineteen,10 * 19,4
191,one hundred ninety-one,191,ten cubed fifths minus nine,10 ³ / 5 - 9,6
192,twelve cubed ninths,12 ³ / 9,twelve cubed ninths,12 ³ / 9,3
193,twelve cubed ninths plus one,12 ³ / 9 + 1,twelve cubed ninths plus one,12 ³ / 9 + 1,5
194,twelve squared plus fifty,12 ² + 50,twelve cubed ninths plus two,12 ³ / 9 + 2,5
195,twelve cubed ninths plus three,12 ³ / 9 + 3,thirteen times fifteen,13 * 15,5
196,fourteen squared,14 ²,fourteen squared,14 ²,3
197,twelve cubed ninths plus five,12 ³ / 9 + 5,fourteen squared plus one,14 ² + 1,5
198,twelve cubed ninths plus six,12 ³ / 9 + 6,nine times twenty-two,9 * 22,5
199,fourteen squared plus three,14 ² + 3,fourteen squared plus three,14 ² + 3,5
200,two hundred,200,ten cubed fifths,10 ³ / 5,3
201,two hundred one,201,two hundred one,201,4
202,two hundred two,202,two hundred two,202,4
203,two hundred three,203,two hundred three,203,4
204,two hundred four,204,two hundred four,204,4
205,two hundred five,205,two hundred five,205,4
206,two hundred six,206,two hundred six,206,4
207,two hundred seven,207,six cubed minus nine,6 ³ - 9,5
208,two hundred eight,208,two hundred eight,208,4
209,two hundred nine,209,two hundred nine,209,4
210,two hundred ten,210,two hundred ten,210,4
211,six cubed minus five,6 ³ - 5,six cubed minus five,6 ³ - 5,5
212,two hundred twelve,212,two hundred twelve,212,4
213,two hundred thirteen,213,six cubed minus three,6 ³ - 3,5
214,two hundred fourteen,214,six cubed minus two,6 ³ - 2,5
215,two hundred fifteen,215,six cubed minus one,6 ³ - 1,5
216,six cubed,6 ³,six cubed,6 ³,2
217,six cubed plus one,6 ³ + 1,six cubed plus one,6 ³ + 1,4
218,six cubed plus two,6 ³ + 2,six cubed plus two,6 ³ + 2,4
219,six cubed plus three,6 ³ + 3,six cubed plus three,6 ³ + 3,4
220,six cubed plus four,6 ³ + 4,six cubed plus four,6 ³ + 4,4
221,six cubed plus five,6 ³ + 5,six cubed plus five,6 ³ + 5,4
222,six cubed plus six,6 ³ + 6,six cubed plus six,6 ³ + 6,4
223,six cubed plus seven,6 ³ + 7,six cubed plus seven,6 ³ + 7,5
224,six cubed plus eight,6 ³ + 8,six cubed plus eight,6 ³ + 8,4
225,fifteen squared,15 ²,fifteen squared,15 ²,3
226,six cubed plus ten,6 ³ + 10,six cubed plus ten,6 ³ + 10,4
227,fifteen squared plus two,15 ² + 2,nine hundred eight fourths,908 / 4,5
228,six cubed plus twelve,6 ³ + 12,twelve times nineteen,12 * 19,4
229,six cubed plus thirteen,6 ³ + 13,fifteen squared plus four,15 ² + 4,5
230,two hundred thirty,230,ten times twenty-three,10 * 23,5
231,six cubed plus fifteen,6 ³ + 15,fifteen squared plus six,15 ² + 6,5
232,six cubed plus sixteen,6 ³ + 16,eight times twenty-nine,8 * 29,5
233,fifteen squared plus eight,15 ² + 8,fifteen squared plus eight,15 ² + 8,5
234,twelve squared plus ninety,12 ² + 90,thirteen times eighteen,13 * 18,5
235,six cubed plus nineteen,6 ³ + 19,fifteen squared plus ten,15 ² + 10,5
236,six cubed plus twenty,6 ³ + 20,four times fifty-nine,4 * 59,5
237,fifteen squared plus twelve,15 ² + 12,fifteen squared plus twelve,15 ² + 12,5
238,two hundred thirty-eight,238,ten cubed fourths minus twelve,10 ³ / 4 - 12,6
239,two hundred thirty-nine,239,nine cubed thirds minus four,9 ³ / 3 - 4,6
240,three times eighty,3 * 80,twelve times twenty,12 * 20,4
241,six cubed plus five squared,6 ³ + 5 ²,six cubed plus five squared,6 ³ + 5 ²,5
242,twenty-two squared halves,22 ² / 2,forty-four squared eighths,44 ² / 8,5
243,nine cubed thirds,9 ³ / 3,nine cubed thirds,9 ³ / 3,3
244,twelve squared plus ten squared,12 ² + 10 ²,four times sixty-one,4 * 61,5
245,nine cubed thirds plus two,9 ³ / 3 + 2,thirty-five squared fifths,35 ² / 5,5
246,six cubed plus thirty,6 ³ + 30,six times forty-one,6 * 41,5
247,nine cubed thirds plus four,9 ³ / 3 + 4,thirteen times nineteen,13 * 19,5
248,nine cubed thirds plus five,9 ³ / 3 + 5,eight times thirty-one,8 * 31,5
249,nine cubed thirds plus six,9 ³ / 3 + 6,three times eighty-three,3 * 83,5
250,ten cubed fourths,10 ³ / 4,ten cubed fourths,10 ³ / 4,3
251,nine cubed thirds plus eight,9 ³ / 3 + 8,three thousand twelve twelfths,3012 / 12,5
252,six cubed plus six squared,6 ³ + 6 ²,one thousand eight fourths,1008 / 4,5
253,nine cubed thirds plus ten,9 ³ / 3 + 10,one thousand twelve fourths,1012 / 4,5
254,ten cubed fourths plus four,10 ³ / 4 + 4,five hundred eight halves,508 / 2,5
255,nine cubed thirds plus twelve,9 ³ / 3 + 12,five hundred ten halves,510 / 2,5
256,eight cubed halves,8 ³ / 2,four squared squared,4 ² ²,3
257,eight cubed halves plus one,8 ³ / 2 + 1,four squared squared plus one,4 ² ² + 1,5
258,ten cubed fourths plus eight,10 ³ / 4 + 8,six times forty-three,6 * 43,5
259,ten cubed fourths plus nine,10 ³ / 4 + 9,four squared squared plus three,4 ² ² + 3,5
260,two hundred sixty,260,thirteen times twenty,13 * 20,5
261,eight cubed halves plus five,8 ³ / 2 + 5,nine times twenty-nine,9 * 29,5
262,ten cubed fourths plus twelve,10 ³ / 4 + 12,four squared squared plus six,4 ² ² + 6,5
263,two hundred sixty-three,263,four squared squared plus seven,4 ² ² + 7,6
264,eight cubed halves plus eight,8 ³ / 2 + 8,twelve times twenty-two,12 * 22,5
265,eight cubed halves plus nine,8 ³ / 2 + 9,five times fifty-three,5 * 53,5
266,six cubed plus fifty,6 ³ + 50,fourteen times nineteen,14 * 19,5
267,three times eighty-nine,3 * 89,eight hundred one thirds,801 / 3,5
268,eight cubed halves plus twelve,8 ³ / 2 + 12,eight hundred four thirds,804 / 3,5
269,twelve squared plus five cubed,12 ² + 5 ³,twelve squared plus five cubed,12 ² + 5 ³,5
270,three times ninety,3 * 90,ten times three cubed,10 * 3 ³,4
271,six cubed plus fifty-five,6 ³ + 55,eight hundred thirteen thirds,813 / 3,6
272,four times sixty-eight,4 * 68,eight times thirty-four,8 * 34,5
273,three times ninety-one,3 * 91,three times ninety-one,3 * 91,5
274,six cubed plus fifty-eight,6 ³ + 58,ten times three cubed plus four,10 * 3 ³ + 4,6
275,five times fifty-five,5 * 55,five times fifty-five,5 * 55,5
276,six cubed plus sixty,6 ³ + 60,twelve times twenty-three,12 * 23,5
277,six cubed plus sixty-one,6 ³ + 61,ten cubed fourths plus three cubed,10 ³ / 4 + 3 ³,6
278,six cubed plus sixty-two,6 ³ + 62,ten thousand eight thirds twelfths,10008 / 3 / 12,6
279,three times ninety-three,3 * 93,nine times thirty-one,9 * 31,5
280,two hundred eighty,280,fourteen times twenty,14 * 20,5
281,two hundred eighty-one,281,four squared squared plus five squared,4 ² ² + 5 ²,6
282,three times ninety-four,3 * 94,three times ninety-four,3 * 94,5
283,two hundred eighty-three,283,twelve cubed sixths minus five,12 ³ / 6 - 5,6
284,two hundred eighty-four,284,twelve cubed sixths minus four,12 ³ / 6 - 4,6
285,three times ninety-five,3 * 95,fifteen times nineteen,15 * 19,5
286,two hundred eighty-six,286,four thousand four fourteenths,4004 / 14,6
287,seven times forty-one,7 * 41,two thousand nine sevenths,2009 / 7,6
288,twelve cubed sixths,12 ³ / 6,twelve cubed sixths,12 ³ / 6,3
289,seventeen squared,17 ²,seventeen squared,17 ²,4
290,two hundred ninety,290,ten times twenty-nine,10 * 29,5
291,twelve cubed sixths plus three,12 ³ / 6 + 3,twelve cubed sixths plus three,12 ³ / 6 + 3,5
292,twelve cubed sixths plus four,12 ³ / 6 + 4,twelve cubed sixths plus four,12 ³ / 6 + 4,5
293,twelve cubed sixths plus five,12 ³ / 6 + 5,twelve cubed sixths plus five,12 ³ / 6 + 5,5
294,twelve cubed sixths plus six,12 ³ / 6 + 6,forty-two squared sixths,42 ² / 6,5
295,five times fifty-nine,5 * 59,five times fifty-nine,5 * 59,5
296,six cubed plus eighty,6 ³ + 80,twelve cubed sixths plus eight,12 ³ / 6 + 8,5
297,six cubed plus nine squared,6 ³ + 9 ²,nine times thirty-three,9 * 33,5
298,twelve cubed sixths plus ten,12 ³ / 6 + 10,twelve cubed sixths plus ten,12 ³ / 6 + 10,5
299,two hundred ninety-nine,299,three hundred minus one,300 - 1,6
300,three hundred,300,three hundred,300,3
301,three hundred one,301,three hundred one,301,4
302,three hundred two,302,three hundred two,302,4
303,three hundred three,303,three hundred three,303,4
304,three hundred four,304,three hundred four,304,4
305,three hundred five,305,three hundred five,305,4
306,three hundred six,306,three hundred six,306,4
307,three hundred seven,307,three hundred seven,307,5
308,three hundred eight,308,three hundred eight,308,4
309,three hundred nine,309,three hundred nine,309,4
310,three hundred ten,310,three hundred ten,310,4
311,three hundred eleven,311,three hundred ten plus one,310 + 1,6
312,three hundred twelve,312,three hundred twelve,312,4
313,three hundred thirteen,313,three hundred thirteen,313,5
314,three hundred fourteen,314,three hundred fourteen,314,5
315,three hundred fifteen,315,nine times thirty-five,9 * 35,5
316,three hundred sixteen,316,six cubed plus ten squared,6 ³ + 10 ²,5
317,three hundred seventeen,317,three hundred twelve plus five,312 + 5,6
318,three hundred eighteen,318,six times fifty-three,6 * 53,5
319,three hundred nineteen,319,three hundred nineteen,319,5
320,four times eighty,4 * 80,forty squared fifths,40 ² / 5,4
321,three hundred twenty-one,321,eighteen squared minus three,18 ² - 3,6
322,three hundred twenty-two,322,eighteen squared minus two,18 ² - 2,6
323,three hundred twenty-three,323,eighteen squared minus one,18 ² - 1,6
324,eighteen squared,18 ²,eighteen squared,18 ²,3
325,eighteen squared plus one,18 ² + 1,thirteen times five squared,13 * 5 ²,5
326,eighteen squared plus two,18 ² + 2,eighteen squared plus two,18 ² + 2,5
327,eighteen squared plus three,18 ² + 3,eighteen squared plus three,18 ² + 3,5
328,eighteen squared plus four,18 ² + 4,eight times forty-one,8 * 41,5
329,eighteen squared plus five,18 ² + 5,eighteen squared plus five,18 ² + 5,5
330,three hundred thirty,330,ten times thirty-three,10 * 33,5
331,three hundred thirty-one,331,seven cubed minus twelve,7 ³ - 12,6
332,eighteen squared plus eight,18 ² + 8,four times eighty-three,4 * 83,5
333,eighteen squared plus nine,18 ² + 9,eighteen squared plus nine,18 ² + 9,5
334,eighteen squared plus ten,18 ² + 10,four thousand eight twelfths,4008 / 12,5
335,one thousand five thirds,1005 / 3,two thousand ten sixths,2010 / 6,5
336,eighteen squared plus twelve,18 ² + 12,one thousand eight thirds,1008 / 3,5
337,eight cubed halves plus nine squared,8 ³ / 2 + 9 ²,seven cubed minus six,7 ³ - 6,6
338,two times thirteen squared,2 * 13 ²,fifty-two squared eighths,52 ² / 8,5
339,three hundred thirty-nine,339,seven cubed minus four,7 ³ - 4,6
340,three hundred forty,340,ten times thirty-four,10 * 34,5
341,six cubed plus five cubed,6 ³ + 5 ³,six cubed plus five cubed,6 ³ + 5 ³,5
342,nine times thirty-eight,9 * 38,eighteen times nineteen,18 * 19,5
343,seven cubed,7 ³,seven cubed,7 ³,3
344,seven cubed plus one,7 ³ + 1,eight times forty-three,8 * 43,5
345,seven cubed plus two,7 ³ + 2,five times sixty-nine,5 * 69,5
346,seven cubed plus three,7 ³ + 3,seven cubed plus three,7 ³ + 3,5
347,seven cubed plus four,7 ³ + 4,seven cubed plus four,7 ³ + 4,5
348,seven cubed plus five,7 ³ + 5,twelve times twenty-nine,12 * 29,5
349,seven cubed plus six,7 ³ + 6,seven cubed plus six,7 ³ + 6,5
350,three hundred fifty,350,seven hundred halves,700 / 2,5
351,seven cubed plus eight,7 ³ + 8,thirteen times three cubed,13 * 3 ³,5
352,seven cubed plus nine,7 ³ + 9,eight times forty-four,8 * 44,5
353,seven cubed plus ten,7 ³ + 10,seven cubed plus ten,7 ³ + 10,5
354,six times fifty-nine,6 * 59,six times fifty-nine,6 * 59,5
355,seven cubed plus twelve,7 ³ + 12,seven cubed plus twelve,7 ³ + 12,5
356,four times eighty-nine,4 * 89,four times eighty-nine,4 * 89,5
357,seven cubed plus fourteen,7 ³ + 14,nineteen squared minus four,19 ² - 4,6
358,three hundred fifty-eight,358,five thousand twelve fourteenths,5012 / 14,6
359,three hundred fifty-nine,359,nineteen squared minus two,19 ² - 2,6
360,four times ninety,4 * 90,sixty squared tenths,60 ² / 10,4
361,nineteen squared,19 ²,nineteen squared,19 ²,3
362,nineteen squared plus one,19 ² + 1,nineteen squared plus one,19 ² + 1,5
363,nineteen squared plus two,19 ² + 2,sixty-six squared twelfths,66 ² / 12,5
364,nineteen squared plus three,19 ² + 3,four times ninety-one,4 * 91,5
365,nineteen squared plus four,19 ² + 4,nineteen squared plus four,19 ² + 4,5
366,nineteen squared plus five,19 ² + 5,six times sixty-one,6 * 61,5
367,nineteen squared plus six,19 ² + 6,nineteen squared plus six,19 ² + 6,5
368,four times ninety-two,4 * 92,eight times forty-six,8 * 46,5
369,nineteen squared plus eight,19 ² + 8,nine times forty-one,9 * 41,5
370,nineteen squared plus nine,19 ² + 9,nineteen squared plus nine,19 ² + 9,5
371,nineteen squared plus ten,19 ² + 10,nineteen squared plus ten,19 ² + 10,5
372,four times ninety-three,4 * 93,twelve times thirty-one,12 * 31,5
373,nineteen squared plus twelve,19 ² + 12,nineteen squared plus twelve,19 ² + 12,5
374,eighteen squared plus fifty,18 ² + 50,nineteen squared plus thirteen,19 ² + 13,6
375,three times five cubed,3 * 5 ³,fifteen cubed ninths,15 ³ / 9,4
376,four times ninety-four,4 * 94,three thousand eight eighths,3008 / 8,5
377,nineteen squared plus sixteen,19 ² + 16,three thousand sixteen eighths,3016 / 8,6
378,six times sixty-three,6 * 63,fourteen times three cubed,14 * 3 ³,5
379,seven cubed plus six squared,7 ³ + 6 ²,fifteen cubed ninths plus four,15 ³ / 9 + 4,6
380,three hundred eighty,380,nineteen times twenty,19 * 20,5
381,three hundred eighty-one,381,fifteen cubed ninths plus six,15 ³ / 9 + 6,6
382,three hundred eighty-two,382,three hundred eighty-two,382,6
383,three hundred eighty-three,383,fifteen cubed ninths plus eight,15 ³ / 9 + 8,6
384,six times eight squared,6 * 8 ²,six times four cubed,6 * 4 ³,4
385,three hundred eighty-five,385,five thousand five thirteenths,5005 / 13,6
386,three hundred eighty-six,386,six times four cubed plus two,6 * 4 ³ + 2,6
387,nine times forty-three,9 * 43,nine times forty-three,9 * 43,5
388,three hundred eighty-eight,388,twenty squared minus twelve,20 ² - 12,6
389,three hundred eighty-nine,389,six times four cubed plus five,6 * 4 ³ + 5,6
390,three hundred ninety,390,thirteen times thirty,13 * 30,5
391,three hundred ninety-one,391,twenty squared minus nine,20 ² - 9,6
392,two times fourteen squared,2 * 14 ²,fifty-six squared eighths,56 ² / 8,5
393,three hundred ninety-three,393,six times four cubed plus nine,6 * 4 ³ + 9,6
394,three hundred ninety-four,394,twenty squared minus six,20 ² - 6,6
395,three hundred ninety-five,395,twenty squared minus five,20 ² - 5,6
396,four times ninety-nine,4 * 99,twelve times thirty-three,12 * 33,5
397,nineteen squared plus six squared,19 ² + 6 ²,twenty squared minus three,20 ² - 3,6
398,three hundred ninety-eight,398,twenty squared minus two,20 ² - 2,6
399,three hundred ninety-nine,399,twenty squared minus one,20 ² - 1,6
400,four hundred,400,twenty squared,20 ²,3
401,four hundred one,401,four hundred one,401,4
402,four hundred two,402,four hundred two,402,4
403,four hundred three,403,four hundred three,403,4
404,four hundred four,404,four hundred four,404,4
405,four hundred five,405,five times nine squared,5 * 9 ²,4
406,four hundred six,406,four hundred six,406,4
407,four hundred seven,407,four hundred seven,407,5
408,four hundred eight,408,four hundred eight,408,4
409,four hundred nine,409,four hundred nine,409,4
410,four hundred ten,410,four hundred ten,410,4
411,four hundred eleven,411,four hundred ten plus one,410 + 1,6
412,four hundred twelve,412,four hundred twelve,412,4
413,four hundred thirteen,413,four hundred thirteen,413,5
414,four hundred fourteen,414,nine times forty-six,9 * 46,5
415,four hundred fifteen,415,five times eighty-three,5 * 83,5
416,four hundred sixteen,416,eight times fifty-two,8 * 52,5
417,five thousand four twelfths,5004 / 12,five thousand four twelfths,5004 / 12,5
418,four hundred eighteen,418,four hundred eighteen,418,5
419,four hundred nineteen,419,four hundred nineteen,419,5
420,four hundred twenty,420,fourteen times thirty,14 * 30,5
421,four hundred twenty-one,421,four hundred twelve plus nine,412 + 9,6
422,four hundred twenty-two,422,twelve cubed fourths minus ten,12 ³ / 4 - 10,6
423,four hundred twenty-three,423,twelve cubed fourths minus nine,12 ³ / 4 - 9,6
424,eight times fifty-three,8 * 53,eight times fifty-three,8 * 53,5
425,five times eighty-five,5 * 85,five times eighty-five,5 * 85,5
426,four hundred twenty-six,426,twelve cubed fourths minus six,12 ³ / 4 - 6,6
427,four hundred plus three cubed,400 + 3 ³,twelve cubed fourths minus five,12 ³ / 4 - 5,6
428,four hundred twenty-eight,428,twelve cubed fourths minus four,12 ³ / 4 - 4,6
429,four hundred twenty-nine,429,six thousand six fourteenths,6006 / 14,6
430,four hundred thirty,430,ten times forty-three,10 * 43,5
431,four hundred thirty-one,431,twelve cubed fourths minus one,12 ³ / 4 - 1,6
